username,comment/reply,time,likes,isReply,stance
@OfficialVik7,"Not gonna lie, i am doing computer science right now, and i feel stuck. I feel not smart enough even though i work hard. I always have troubles with grades, exams and everything around it. I always keep trying tho. Just need to find a better way.",1 year ago,0,False,Pro
@sullivanlucier-benson9020,"This is sort of a chicken or the egg argument, that ppl get frustrated about more than they should. In my experience, one of the only ways to get better at something is to at least hang out with ppl that are better at it than you, because you won't learn anything from ppl who suck and won't try just because they're afraid to fail and make mistakes 😅.",1 year ago,0,False,Pro
@estebanmeza9645,"Hard work does not beat talent. In engineering school I got my a$$ handed to me. I put a lot of effort in merely trying to comprehend things, but the rest of the students would breeze through the topics and pass everything on the first try, while I failed and failed repeatedly. The difference in talent is abysmal. Don't fool yourselves guys.",1 year ago,0,False,Contra
@otmanechentoufi4894,Hard work beats talent when the person is a talented hard worker. 😅😅😅,1 year ago,0,False,Pro
@CoNteMpTone," @-Ice_Cold-  my answer is correct and you could apparently learn alot from it if you come out of your Bubble ;D
There are very few smart people in the world, percentage wise. But a ton of them numerically because we have alot of humans. 
Having their own lusts ans flaws and egos is to be expected. They are humans afterall. But i didnt say otherwise, did i?

Also the ""people in power"" you speak about are not the people i spoke about, even though its probably an interesting point to discuss. 
I spoke about the top performers in their respective fields and how ""talent"" or genetics are a key part in being on top of the world. 

See Usain Bolt. Hes a genetic freak and you cant outrun him by hard work because he has all the talent AND works hard enough to unlock it.",1 year ago,0,True,Pro
@mylove4601,Did you find it ?,1 year ago,0,True,Pro
@sagarshrestha5800,"Hard work without proper technique (talent,) can't win.",1 year ago,2,False,Contra
@chips.3927,"Hard work and talent, has been talked for long

However from my point of view, the existence of hardwork itself is due to the existence of talented people, for instance in the past Newton had invented calculus and people that now we know have understood its concept, however that's for certain case where hard-work is unable to beat talent, I do know for sure that Newton had been working hard to achieve his formula, however that's due to the brain of his connecting the threads together that constructed the formula, he would never be capable of getting theories without using his talent.

A hard-working person would be able to replicate perfectly someone's achievement, however the gap still remains, did you come up with it yourself? Maybe, maybe not.
For instance, there's a book with bigger size and tougher paper, the other is a small book with fragile paper-texture, how can they match? It depends on the uses, whereas the small have different uses than the big one, this puts talent and hard-work into the same category, they both serve the same purpose differently, while the talented ( In this case a bigger book ) and the hard-work ( Small book ) can never replicate it entirely, it can however contain the same information that talented people have.

IN CONCLUSION : Hard-work and talents aren't supposed to be compared of, however to be grateful for that we have the effort/talent that others do not have, we must be grateful for our unique abilities.",1 year ago,0,False,Contra
@alexfox2038,working smart > being talented > working hard,1 year ago,0,False,Contra
@MariaKhan-ys9pm,Hard work + right method,1 year ago,0,False,Pro
@howuseehim,A good amount of the video is him flexing about being talented and others being hard workers who can't be better than him hence why hard work can't beat talent,1 year ago,0,False,Contra
@makssachs8914,It’s all about IQ. If yours is too low you will never succeed no matter what you do.,1 year ago,1,False,Contra
@spaceEnjoyer5,"This video can be summarized by the phrase, “work smarter and harder”.",1 year ago,0,False,Pro
@i.r.weasel7042,Working hard IS a talent.,1 year ago,0,False,Neutral
@JohannBaritono,Ask the greatest in the world if they don't work hard,1 year ago,0,False,Pro
@christiand.7404,"Read about the Polgar sisters. Their father decided to prove that with hard work he can make them all chess champions. He trained then since little girls and in the end they were all great chees players. Were they the best ? No, but being the best is not the imperative, but having a great life and living from the job that you do. You can all be good at what you try to be. Just it need sacrifices and hard work. Being the best is too much sacrifice",1 year ago,0,False,Pro
@paleyosezi3122,"Although you make sense but I found very little value in the video. You rambled a lot and  dragged the information out. In the end not very informative. I do agree with the logic Hardword doesn't always beat talent. One clear example was Allen Iverson, it didn't matter how much harder his teammates worked than him he was still the best player in his team. Kobe talked about how Shaq didn't work hard enough; it didn't matter how much harder other centers worked they could not compensate for Shaq natural abilities (7.2 350 pounds athletic)",1 year ago,0,False,Contra
@NocturneRose01,"I like how you mention effort versus no effort and compare it with hard work and talent. I think that anyone can be hard working and talented at the same time. Also, comparing yourself to others doesn’t do any good when it comes to talent or hard work. It’s important to know that you don’t need to push or pressure yourself to work hard, and recently I discovered Wu Wei and I think it goes well with this topic on hard work and talent. To do things effortlessly you either can do it with effort or no effort, yet to tell the truth I think putting in no effort is amazing. Because you want to do things that you won’t feel pressured or forced into doing just the same way you feel about hard work and talent. Hard work is for people who wants to put in their work into and talent is more than a gift it’s a skill anyone can do, all you need is learn how to learn the skill. If I were to share some wisdom to anyone is not to pressure or force yourself to do things you’re not interested or don’t want to do and it will make you less stressed.",1 year ago,0,False,Pro
@FenShen-us9tv,"Most people don't even realize their potential in the first place, so giving them more excuses is toxic. Developing discipline would benefit like 90% of people without needing a 130iq or whatever.",1 year ago,0,False,Pro
@frafra224,Hard work doesnt beat talent but it sure beat no hard work and no talent. Most people are not talented.,1 year ago,0,False,Pro
@dariusthurman8835,"Take Shaq (7ft 2) vs Mugsy Bogues (5ft 3). 

One had to their work their ass off just to get into the NBA and the other missed practiced and 50% of free throws and still won 4",1 year ago,0,False,Pro
@abdallahnile9602,Hard work never betrayed,2 months ago,0,False,Contra
@rahulpare4414,When talent is lazy and slow hard work definitely beats talent.,1 year ago,0,False,Pro
@-Ice_Cold-,"No, if hard work meant anything, people who work overtime would live prosperously, including in third world countries. But it doesn't work that way. There are other factors",1 year ago,0,True,Contra
@christiand.7404, @-Ice_Cold-  im nog saying selling ice creams on the streets  :) working on a skill will make you differ in the long run,1 year ago,0,True,Pro
@-Ice_Cold-," @christiand.7404  Depending on the area, but working for someone else is a road to nowhere. Work smart first, not hard.",1 year ago,0,True,Pro
@DiamondChampion-qy4ss,"Hard work beats talent, only if it is sleeping.",1 year ago,0,False,Pro
@anntakamaki1960,"I think we need to look at research regarding race and IQ, then look at the people that are doing well in studies. The results are clear.",1 year ago,0,False,Pro
@chessx6847,"Any man of basic common sense and life experience knows first hand that hard work is bs compared to talent and living circumstances (parents, country, genes etc.)",1 year ago,0,False,Contra
@caoinismyname,"Nah. If you can't beat talent with hard work, that just means you haven't worked hard yet.

Take me for example. I never had any talent besides logical thinking (thus being naturally good in math and science subjects). Still, I used it to create a very efficient way to learn guitar. Now, I'm the best guitarist in our high school. Many even had talent in guitar while I had to give up practicing for at least 6 years before trying again. I started with the basics... like the real basics. I included finger strength training, i.e. fingertip push-ups, finger stretches, chord formations (to the point I even drew 6 lines on a plywood to simulate a guitar because I still couldn't press real guitar strings, etc.
Same with sports. I was born skinny and weak but I worked hard training and became one of the best in our soccer team, on par with the talented ones.",1 year ago,0,False,Pro
@nadenitza,"Work smart, not hard. But first - get smart.",1 year ago,0,False,Contra
@thunderp1719,one more Reason: Talent requires Hard Work to exist,1 year ago,0,False,Pro
@andreastabba3335,experience beats talent evry time.,1 year ago,0,False,Pro
@techknowledgestuff,"What’s the point?

Hard work cannot beat talent. So what?

You can choose to work hard.
You cannot choose to be talented.

You can only do what’s in your control viz. to work hard.",1 year ago,0,False,Contra
@themeloncart5029,Hard work is not long work. Hard work is the ability to do something that’s hard and uncomfortable,1 year ago,0,False,Pro
@gokulhemanthkumar4556,"Hard work is the currency you use to achieve profits. You can invest the currency wisely to get higher returns. Or you can invest it badly and get losses instead. Would an investor say ""But I invested a lot of money, why did I lose it all?"" One who invests the currency of ""hard work"" strategically with proper intuition, knowledge and even luck, will surpass everyone.",1 year ago,0,False,Pro
@khadim1875,"Hard work always beat talent only ! But hard work +talent beats always hard Work ! 

Hard work is inévitable if you want do sometnhing , it just that if you passionnâte about something so this hard work is like a pass Time , but still remain hard work … 

Hard work Lead to smart work",1 year ago,0,False,Pro
@laQwoter,"An ability to talk about one simple and obvious idea for hours without giving any real example. Yeah, this can allow one to ace uni with half the effort.",1 year ago,1,False,Contra
@kinggalaxy4625,So basically it’s just pointless to try,5 months ago,1,False,Contra
@faker530,Hardwork beats talent until talent works hard,1 year ago,0,False,Pro
@lenabo9929,"Often, I find the talented person but a lot of effort in in the past. So they are working at a higher level and can thus not work as hard",1 year ago,1,False,Pro
@howmathematicianscreatemat9226,Not even in a bicycle unless the bicycle rider is significantly below average in physical strength and/or physical endurance.,1 year ago,0,True,Pro
@dad-ms8mz,"Its common sense it doesn't.
I mean it's Does work but it's not user friendly. When it comes to Compitition.
This kind if things don't have  Balck and white or answers in extremes. There are various factors.",1 year ago,0,False,Neutral
@rishwiz9,"I think hard work does beat talent (maybe not in elite athletics or the highest art) but in everything else, yes. Having observed my surroundings and read so much about it, in 95% of cases talent is nothing but an entity which is acquired through years of hard work and attention.",1 year ago,0,False,Pro
@HexxuSz,"I am gonna talk about something that is very funny dor some people... Fps gaming aim, i have been obsessed with aiming.and after 1000s of hours i am still bellow average aimer no matter what i do i am just bad and i still work at it becaise that is what i wanna be good at",1 year ago,0,False,Contra
@priyankap8208,I think practices is make a talent,1 year ago,0,False,Pro
@jkho8365,"I, personally, am also not a fan of studying 180 hours a week too",1 year ago,0,False,Contra
@alittax,Then hard work does NOT beat talent: but SMART hard work does.,1 year ago,0,False,Neutral
@jeremiahcastro9700,"Hmmm...it should be, ""Hard work beats lack of talent, and lack of hard work.""",1 year ago,0,False,Pro
@dingusdingus2152,"Nowadays, not having any talent is no longer enough...
--- Gore Vidal",1 year ago,0,False,Contra
@Elija.D.Artist,Man this whole hard work vs talent thing is stupid,1 year ago,1,False,Contra
@Ramenko1,David Goggins will completely disagree with you.,1 year ago,0,False,Contra
@superunknown6560,My father worked like and elephant pushing electrical supplies around until he dropped at 49 with a heart attack and tax bills. Wake up pal your either on the inside or you are out. Gordon Gekko Wallstreet,1 year ago,0,False,Pro
@x-rex7236,But what if my talent is being able to work hard? 🤔,1 year ago,0,False,Pro
@1MinuteMovies42,"TLDR; work smarter not harder.
The 7 Habits of Highly Effective People
Habit 7: Sharpen the Saw",1 year ago,0,False,Pro
@as123ferrdi8,and talent does not beat luck,1 year ago,0,False,Contra
@jaehparrk,"Yeahhh trying, practicing, training, studying beat the genetic-talent, attractiveness. NOT! People think they can actually beat 1000S OF YEARS of superior gifted DNA, with some years of ""hard work""? lol!!! Natural Talent>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> ""hard work"" lololol",1 year ago,1,True,Contra
@-Ice_Cold-,"If this is true, why for example, do some athletes train as hard as others, but are not nearly as successful? If hard work meant anything, everyone in Africa would be millionaires",1 year ago,0,True,Contra
@hleet,"Sharpen the axe, it's actually the 7th Habit of Stephen R.Covey :)",1 year ago,0,False,Neutral
@rabiesbiter5681,"No, I really don't think your definition of talent matches what I've seen. I just think talent is your capacity to understand that which can't really be taught or learned. To an autistic person with prosopagnosia, being able to recognize people and know how they're feeling just by looking at their faces seems like an amazing talent, while to everyone else it's just something they could always do. I've known people who were just born with an instinct for visual arts which has nothing to do with efficient methods or learning theory. They can just see the world in a way that they can communicate to the paper -- and you probably don't see the world quite the same way and never will. 
Then besides that, even for things that can be taught and learned. . . let's face it, some of us can just learn more than others. IQ denialism has given us unrealistic expectations. And it also makes so many of us think that stupid people are just lazy and wouldn't be stupid if they ""tried harder"" or ""optimized their methods."" Life just isn't that fair. I think a lot of it is just devoting yourself to something that matches your capacities.",1 year ago,1,False,Contra
@hassanhyaki,"It does when talent doesn't work hard 
Turtle and rabbit kinda thing",1 year ago,0,False,Pro
@weho_brian,"as a software engineer, talent beats hard work",1 year ago,0,False,Contra
@mrLogicaL007,GoodGenetics is best talent 😂,1 year ago,1,False,Contra
@vitadude5004,But hard work helps you to find your talent....,1 year ago,0,False,Neutral
@jennung7368,I don’t have talent so I’m screwed 😢,1 year ago,1,False,Contra
@mavrosyvannah,"Define Hard Work? Easy work you are no good at. Talent is uncovered by hard work, long hours, through beginnings, great mentors.",1 year ago,0,False,Pro
@nikhilverma5205,"S. RAMANUJAN working ten hours >>> a so-called hard worker working twenty hours! If natural talents start working hard, then there is no race.",1 year ago,0,False,Pro
@Snaaaaap,"Ive always had trouble with my ""processor"" when it came to math and science lol didnt matter how hard i studied even with a tutor every day id be the slowest in class almost every time even to finish something as  simple as a quiz. Dont know what to do about that. XD",1 year ago,0,False,Contra
@healthguy79,I find 4 hour work days with maximum energy just after your workout produces better results than being exhausted 8 hours later,1 year ago,0,False,Pro
@kevinbimariga3895,"So what I have believed since years ago is true. No matter what and how hard the average 100 IQ student studying, they will never beat the 140 IQ student",1 year ago,0,False,Contra
@fobinc,Um... don't you need both?,1 year ago,0,False,Neutral
@pw6002,"I don’t know what talent is. I’ve never met talented people.

Only people who:
- were passionate about a subject
- learned all they could about the subject
- worked as dedicated as they could on the subject

And most important: had the material possibility to fulfill the three points I have just listed.",1 year ago,0,False,Pro
@abdallahnile9602,"Hard work like cr7
Talent like Messi",2 months ago,0,False,Neutral
@amataratsu006,So you are here destroying dreams,1 year ago,1,False,Contra
@howmathematicianscreatemat9226,Only if you try to outcompete people like Messie or Ronaldo. Otherwise you can come far.,1 year ago,0,True,Pro
@jasonm7684,Thats just how it is. I am terrible at memorization but am okay at math and great at writing/communicating. Its like my brain just goes dark when i memorize anything and try to access it later.,1 year ago,0,True,Contra
@jasonm7684,You've never met a kid who is amazing at something? Really? Sounds like your in denial tbh.,1 year ago,0,True,Pro
@pw6002," @jasonm7684  

The kids you are talking about are exceptionally good compared to other kids because they are always ultra-trimmed by their parents.
You never found strange that only very few of them keep doing as adults the thing they were so good at when they were kids ?
That’s because they got their childhood shattered, and they are destroyed as adults.
Those who continue are the few who had a real passion to do that and for whom it was not a problem to work hard - because they had this passion ! 😉",1 year ago,0,True,Pro
@nukeman444,"No matter how hard I work, I will never beat Lebron James in a series of basketball games.",1 year ago,0,False,Contra
@martinabautista,"Okey! I have a sore kinde of bad feeling about this video. It make feel uncomfortable because I dont considere myself talent but hardworking. Howevere, instead of leave a hate coment based in my insecurities I'll watch the video with an objective opinion. At the end I subscribe to this channel for one reason",1 year ago,0,False,Pro
@YorosumaGyokku,If Rocklee can do it then hell so can I.,1 year ago,0,False,Pro
@bakemonoda890,"sounds like coding, you can manually do something , or create a program which will take time to develop , but will be much faster in the end",1 year ago,0,False,Pro
@trollingisasport,Hard work accelerates talent.,1 year ago,0,False,Pro
@vargr4730,Work smarter not harder.,1 year ago,0,False,Contra
@richyuh,work smart-hard,1 year ago,0,False,Pro
@Unknown124k,This is like the case of Messi Vs Ronaldo,1 year ago,0,False,Pro
@snehashispanda4808,In naruto rock Lee believed in hardwork beat talent.,1 year ago,0,False,Pro
@elihg3827,Except hard work is a talent...,1 year ago,0,False,Pro
@inrisalvatore9520,"I don't believe in multiple inteligences, therefore I have a different understanding about what would be talent. In this regard, inteligence is just a capacity to learn things and use the knowledge that you have, as you can see, this definition  of inteligence is very general and can be applied to a whole raft of activities. On the other hand, I believe in natural interests. Some people are more interested in a given activity and, therefore, they are going to expend more time on it. For instance: let's assume that two people have the same level of inteligence. But the first person is more interested in math, whilist the second person is more interested in  music. 

They are going to dedicate their natural power (inteligence) in their respective interests and It will leads them to become good in different activities, even though  they have the same capacity to learn. To sum up, talent is inteligence + personal interest + the amount of time dedicated. Therefore, if you have a low IQ, but you are deeply interested in history, you may perform better than other people in this area, even if they were smarter than you. But if someone who is smarter than you decide to invest their time studing history, this person can absolutely beats you. 

Even because, just like you said in the video, there is some sort of roof when it comes to the use of time, in a way that after that point your results will no longer compensate your efforts. Any way, if the difference in intelligence between two people is too big, then there is no amount of effort that the less inteligent person can put in order to compete with the smarter one.",1 year ago,0,False,Pro
@idkidkidkidfk,having good looks and a high iq will take you way further than hard work!,1 year ago,0,False,Contra
@sagarjamwal6182,I’m talented I only need to work hard🎉,1 year ago,0,False,Pro
@krakatau2528,Dis is why Ronaldo hard work never beat talented GOAT messy,1 year ago,0,False,Contra
@martinabautista,It wasnt that bad and I learn something about me,1 year ago,0,True,Neutral
@FirstPeterr,Please see Kobe Bryant.  Hard Work > Talent.  Kobe was that good through one thing...EFFECTIVE HARD WORK. Compare him to the top players and he still was greater.,1 year ago,0,False,Pro
@1984Kojot,You can not win with IQ also a lot of ppl got much better memory u can not beat that either. It just IQ or remembering things.,1 year ago,0,False,Contra
@alexweir1373,talent and hard work are both vague terms. vague terms lead to muddy thinking. people who have an aptitude for certain tasks will find it easier to accomplish those tasks. it still requires work. people without aptitude for certain tasks can still perform those tasks to standard. it just takes more work or a deeper understanding of technique. why does this require discussion?,1 year ago,0,False,Neutral
@szebike,"Talent is a myth, talent only means you don't need to push yourself  practicing the thing you love. Talent means you are partly obsessed and have nonstop fun doing ""that thing"" without bruning out. People who want to achieve ""being best in that thing"" and have to push themselves to practice will allways be inferior to someone who has fun practicing because he has ""talent"". So if you can get to the point where every bit of practicing excites you and you could repeat that 100 times and still want more in a fun way you are ""talented"".",1 year ago,0,False,Contra
@jfox8888,"The right processes for un-optimized talent, innate in other areas, to link up after [ hard-work ] done, to be bore out from, 

reading the comments, anime theme going strong here. 

Hard-working to optimize, and optimize to work even harder, on the right direction for your own body. 

working harder without purpose or feedback is basically inefficency, which leads to nowhere, thus not truly hard-working. 

hmm a single minded focus action done a thousand times, allows the person to feel and thus, ""dis-regard "" the need to use "" brain "" whilst keeping constant look out for weak points and strengths to close it or avoid, ""instinctively"" controlling the muscles and or noting the sensations when to stop or "" punch through"" 

Efficency allows for MORE productively, which is in a form of [ hard work ] thus the [ process ] of it  

mumbling off on the comments as needed for brain re-structuring",1 year ago,0,False,Pro
@The.Harsh.Truths,Rock Lee would like to have a word with you.,1 year ago,0,False,Pro
@BOO-ii3ni,"You are taking the term hard work too literaly. Sometimes we work hard and produce less, but that doesn't mean that we can't learn from our mistakes and optimize our work. In fact we can only do that by having the ""hard work"" mentality. If you don't work at all you will achieve nothing in life.",1 year ago,1,False,Pro
@abhinavmishra9323,Good example is magnus carlsen.,1 year ago,0,False,Pro
@tomtoss2463,Define hard work.  Is working hard just working dumb?  Efficiency is the opposite of hard work.  Shouldn't we work smarter and not harder?,1 year ago,0,False,Contra
@jacobpast5437,cornerstone/keystone truth,1 year ago,0,False,Pro
@hiryu70,"Let's imagine talent as an innate strength of the body.  If we want to unload a car of coal by shoveling, a big man has a better chance of succeeding than a little girl, even if she works harder",1 year ago,0,False,Contra
@sheezy2526,Elite athletes are a bad example. Over 70% of athleticism when it comes to best of the best is in genetics. A normal person will not be able to recover from workouts if they work as hard as Kobe and most probably will become permanently injured.,1 year ago,0,False,Contra
@StillAliveAndKicking_,"This is in some respects a sterile argument. If you work, you might fail. If you don’t work, you will fail. When you look at figure skaters for example, those who succeed started very young, and worked very hard. They had parents who paid for coaching and ice time. I tried learning French 30 years ago, and spent two years living in Montreal. I didn’t lesrn to speak fluently. I had no talent. Over a year ago I started French again, using modern methods. IAnd I spent far more time studying. I can now understand podcasts for native speakers. Thus the way I was learning 30 years ago was poor. Someone with talent is all too often someone who had luck when young, a teacher who helped them, a family who paid for lessons, a library at home with books. And if someone has ‘talent’ a teacher or coach is likely to pay them more attention, which helps and encourages them.",1 year ago,0,False,Pro
@dmfaccount1272,I wonder if these people who study hundreds of plus hours per month are just studying wrong. Are they prioritizing sleep? Or are they pulling all nighters every night putting their brains into a inebriated state over and over?,1 year ago,0,False,Neutral
@robowaifutechnician,Hard work beats talent I think. I believe I'm being hacked for example. I will wear those guys out lol.,1 year ago,0,False,Pro
@eledorusso,"as a musician I was putting more hours than anyone and getting poor results. Now, 10 years later, Im putting the same amount of work ethic and getting ahead of everyone I know.

I was just in the wrong field, surrounded by talented people that also worked hard. Not as hard as I did but hard.",1 year ago,0,False,Pro
@DEarls-ye9tz,Hard work and talent when money walks in: 🤯,1 year ago,0,False,Pro
@Raymart6543,"If talent and hard work are vague terms to you, that already tells me how shallow your understanding on this topic is.",1 year ago,0,True,Contra
@jasonm7684,"Talent is most certainly not a myth. If that were true almost anyone could achieve anything and thats simply untrue. Look how many people try to become professional athletes, artists, actors, hell even doctors and fail. You like most people in our society suffer from survivorship bias. You only see the stories of the winners because the losers(who make up most of the people who ever tried) sink away into the shadows with no one paying them attention. Another way to look at this is through history; theres a war between two nations, one wins and wipes the other one out of existence. Who is going to write the history of the war they had together? The winner or the loser?",1 year ago,0,True,Contra
@szebike," @jasonm7684   I do not agree with your sentiment, first in in any professional sports its about your biological body and how much doping you can endure without getting sick or detected nothing to do with talent its a different matter. In anything else talent means you don't suffer from practicing and you do it because you love what you do (similar to your ""Ikigai""). If you suffer on the way to to achieve your ""goal"" and force yourself to become like a doctor etc. you don't wan't to do it you just do it to please others or artificial motivation which is usally very brittle and you usally fail. A ""talented"" doctor however is curious and insanely fascinated about even the idea of being a doctor and never gets tired of his goal even in hardship. Yes it is rare and needs a lot of self discipline and a strong interest in a certain field. So it depends on your motive to do a thing if your motive is becoming best or making money maybe its hard to become ""talented"" if your motive is just doing the thing you love and you have the right apporach to practicing becoming better then yes everyone can achieve everything (except sports like mentioned).",1 year ago,0,True,Pro
@jasonm7684," @szebike  Wrong again; the problem is that in society the process of getting to become something, take for example a doctor, is usually filled with difficult obstacles that do not have much direct bearing on the doctor you want to be. These obstacles are there to weed out the talented people vs the ones that simply want to be a doctor for money or are simply passionate about it. Ask yourself this, if you were taking a flight somewhere on a plane and you were given three options for pilot; one is a gifted and talented pilot, two is a pilot who does it for the money and three is a pilot who is passionate about being a pilot, who would you choose? If you are logical, you will choose the talented pilot because talented pilots are recognized as being the most competent. So in summary, your wrong because passion is not enough to overcome obstacles set out by many professions.Another good example is law. Lawyers have to pass difficult exams to be able to practice law. You could be the most passionate law person in the world, but if you do not have talent required to test good, you will not become a lawyer. The reality is these tests aren't really required for you to be a good lawyer because you dont use a lot of your memory to be a good lawyer, you use good communication skills and strategization to do so. However, in our society if you dont have talent for testing, it is unlikely you will be a lawyer. My cousin tried to do law and I told her its unlikely because she wont pass the tests, unfortunately i was right, she doesn't have these skills and failed three times. In summary, passion is not enough because to become something in society usually requires you to go outside of that passion and o unrelated tasks such a testing to become them and you need skills to overcome those obstacles ie. talent.",1 year ago,0,True,Contra
@szebike," @jasonm7684   What I wrote was passion + fun while praciticing/learning like mad the right way will reslut in succes. Maybe we have different things in mind when we talk about ""talent"".  In my definition it is something you are born with hence its a myth. But by your definition its a set of skills needed to be succesful in a job and if you are passionate, intelligent and hard working while not loosing fun at it you can do everything including learning the skills required to do so and people will start calling him talented after some time.",1 year ago,0,True,Pro
@BOO-ii3ni,What happens is that some poeple get demotivated by mentality like yours and stop trying to improve.,1 year ago,0,True,Contra
@tracphonevirtualmagazine,"Yeah when I hear videos like this to me it seems like it comes from a place that isn't in the real world and is only versed in academics.
If you do nothing then nothing will improve.",1 year ago,0,True,Pro
@rubyciide5542,"Well i have the real answer


Luck beats hardwork and talent",1 year ago,0,False,Contra
@TheFuture36520,"Messi fans vs ronaldo fans.
Wins world Cup vs no world Cup yet",1 year ago,0,False,Neutral
@ninjaninja9954,Talent beats hardwork. You cannot change your talent rating but hardwork can be changed. If someone is 3x more talented than you then they will have to work 3x less. A talented person would have to be super lazy for you to beat them,1 year ago,2,False,Contra
@mrmuffin5046,"the sooner technology can get into our dna and change genes to make us smarter, genes will always prevail. but smarts has to accompany hard work.",1 year ago,0,False,Pro
@frankc2119,lazy + high IQ > hard work + avg IQ,1 year ago,0,False,Contra
@Yoyoiooui,If talent doesn’t exist ray allen would be LeBron clearly there are genetic thresholds,5 months ago,0,False,Contra
@stroodlepup,"therefore, give up",1 year ago,0,False,Contra
@MKanroji-2004,"Reality is so fcking cruel , i studied 14 hrs but still my gpa was 7.7  wish i didnt existwd at all",1 year ago,0,False,Contra
@aVenerable,"I've always believed that at a very high level talent doesn't matter. The guy who was talented obviously had an advantage at first but then when both have reached the top top it doesnt really matter does it? Both the ""hard worker"" and the ""talented"" have reached the Pinnacle of their expertise so what else is there to add? Here you could say that talent is important to build your base faster and gives more opportunities but if the hard worker managed and followed suit, he would for obvious reasons achieve what the talented did a bit late but then there wouldn't be a difference. Both would be called ""goats"" and not the ""talented - hard working"" cuz you wouldn't know whom is whom.",1 year ago,0,False,Contra
@Hamromerochannel,"Hardwork can always beat talent by using those hardwork to learn to work smart to increase your talent. 

Hardwork can be used to gain talent as well.",1 year ago,1,False,Pro
@rlee1185,Rudy didn't have talent for football. He only got to play like five minutes one game lol😂,1 year ago,0,False,Contra
@aidenbruegg,Working hard in a focused and intentional manner will beat talent 99% of the time. Hard work is the start then focusing that discipline and skill into learning or creating something is the key.,2 months ago,0,False,Pro
@rayclam8079,"Hard work is overated, work needs to be effective and efficient above all else.",1 year ago,0,False,Contra
@symptomesdelau-dela5442,"big  lol. just to put in perspective: you can turn yourself into a studying machine of sorts, devoting your whole life and soul to the sole activity of thoroughly studying physics from the basics up to the theoretical level, reading and solving all problems in many texbooks back to back, just making short breaks to eat and hygiene yourself, and still you wouldn't rbe able to reach the height a Feynman, a Fermi, or a Poincaré, who actually had a life outside Academia. it's just how this world works.",1 year ago,0,True,Contra
@aVenerable,"True, the full on devotion and effort of a hard worker may only be done by simple efforts from talented people",1 year ago,0,True,Pro
@-Ice_Cold-,"Hardwork means nothing, if you can't use it smart",1 year ago,0,True,Contra
@Hamromerochannel, @-Ice_Cold-  I think I said it clearly overtime hard workers can overcome any barriers- yess to use it as well,1 year ago,0,True,Pro
@howmathematicianscreatemat9226,I feel Ronaldo is the even greater badass player. He is both more physically AND mentally talented and more determined. Messi is certainly far above average too but not as king as Ronaldo. I could be wrong though as I’m not a football expert. It’s just an observation from the few shows I have watched from those Supermen. 😊,1 year ago,0,True,Contra
@CH-wn8sq,"You aren't telling us anything new at all, this is a 15-minute waste",1 year ago,1,False,Contra
@germansniper5277,I wish I was talented at something but becausd I am not I just make music even though I dont spend nearly as much time on it as I want.,1 year ago,0,False,Contra
@griggiorouge,you contradict yourself because you said your method is harder... not longer... but it is harder to do higher order thinking... it may get easier with time but you are encouraging harder work... the physical variable is not intensity but duration... work smarter not longer... but do work harder... smarter is harder.,1 year ago,1,False,Pro
@aviseau3883,Lol shouldn't this be obvious? Anyone who says hard work beats talent just lacks awareness bro 😂😂😂😂,1 year ago,1,False,Contra
@kennya7086,I disagree. hard work will always beat talent any day  when talent doesn’t do enough to produce the same outcome. because regardless. work still needs to be done. so talent is only better if it’s also paired with hard work.,1 year ago,0,False,Pro
@bimrebeats,Hard work beats no work. Not talent 😂,1 year ago,0,False,Pro
@junk_bear,"Sometimes the dark side of me gets the best of me …
I get sooo bitter and selfish and soo fucked man …
I look at my grade and look at other people … I look at who they are and how they do it … I start saying how I work part time, my family isn’t educate, and how am poor and stuff like that and I just get super angry and upset with life… how I see people who “smart” just have more time than me … while I only have 2 days every weeks to complete coding assignment and notes … how if I was in the same position as them I could reach my full potential…
Ah man …
Snap back stop crying. I’m just being selfish and dumb … 
Watch something to distract myself or temporarily… until tomorrow because I have school and the day after work …",1 year ago,0,False,Contra
@makehimobsessedwithyou6412,Sure inborn talent is not possible to beat,1 year ago,0,False,Contra
@sergioviana84,"only if talent(genetics) doesnt work... if talent does work, ur dead lol",1 year ago,0,False,Contra
@ceramikxxx5882,Hard work is the biggest lie in the world,1 year ago,0,False,Contra
@CowardandUglyversionOfYozoOba,Hardwork + Efficienty = Beat Talent?,1 year ago,0,False,Pro
@traezaX1,I can work harder than Michael Jordan...but it won't work... because Jordan is already gifted in basketball...,1 year ago,0,False,Contra
@timbomb374,"I've always had a fair few natural tallents, being 6'4, having an IQ over 140 and having great physical coordination.
But because a fair few things come easy to me I've never had any drive to try and be the best at anything. If I can get by taking it easy I absolutely will. I just want to live a chill normal life.

If someone is working hard to out perform me that's good for them I guess. The only time i really turn up the effort is when someone starts acting superior about it.",1 year ago,0,False,Contra
@yellowjoe.2000,absolutey WRONG. Discipline / consistency every day BEATS talent every day of the work. Sighting some elite education attainment program is not a good example. nor is Med School studies a good example. those are very small % of societ,1 year ago,0,False,Pro
@fihlijumustafa1922,"humans have only finite amount of time in their lives. so, its impossible to learn everything. So, by learning what you need and want is the best like 80/20 rule stated.",1 year ago,0,False,Neutral
